N,P,K,temperature,humidity,ph,rainfall,label
39.11,41.25,7.13,26,83.11713476,5.070175667,815.087,rice
39.11,41.25,7.13,27,80.97384195,6.012632591,768.995,rice
39.11,41.25,7.13,28,82.67839517,6.254028451,857.558,rice
39.11,41.25,7.13,25,81.33265073,7.375482851,607.528,rice
39.11,41.25,7.13,27,80.52389148,7.778915154,632.97,rice
39.11,41.25,7.13,25.98,84.04403589,6.286500176,837.454,rice
39.11,41.25,7.13,25.9,80.54498576,7.070959995,841.561,rice
39.11,41.25,7.13,25.42,84.49774397,6.244841491,443.878,rice
39.11,41.25,7.13,25.42,80.64416466,6.043304899,1008.973,rice
39.11,41.25,7.13,25.89,84.94375962,5.824709117,993.736,rice
39.11,41.25,7.13,24.23,80.33127223,6.357389366,1101.211,rice
39.11,41.25,7.13,26.28,82.73685569,6.364134968,620.826,rice
39.11,41.25,7.13,28.92,81.63895217,5.01450727,1021.8,rice
39.11,41.25,7.13,24.36,83.88266234,6.149410611,1079.47,rice
39.11,41.25,7.13,23.56,82.1480873,5.950660556,784.985,rice
39.11,41.25,7.13,29.56,81.17734011,5.960370061,731.522,rice
39.11,41.25,7.13,24.78,83.15250801,5.561398642,916.391,rice
39.11,41.25,7.13,27.65,82.95221726,7.416245107,920.06,rice
39.11,41.25,7.13,28.69,83.7287574,5.583370042,836.112,rice
39.11,41.25,7.13,27.56,82.06719137,6.430010215,723.428,rice
39.11,41.25,7.13,26,16.14565756,7.528599957,815.087,Soyabean
39.11,41.25,7.13,-,14.71070537,6.576415562,768.995,Soyabean
39.11,41.25,7.13,-,18.30968112,6.025269412,857.558,Soyabean
39.11,41.25,7.13,-,15.7559405,7.228963452,607.528,Soyabean
39.11,41.25,7.13,27,14.71070537,6.576415562,632.97,Soyabean
39.11,41.25,7.13,25.98,18.05321569,6.5926256,837.454,Soyabean
39.11,41.25,7.13,25.9,17.22635262,7.52525255,841.561,Soyabean
39.11,41.25,7.13,25.42,16.20615215,7.051559589,443.878,Soyabean
39.11,41.25,7.13,25.42,15.16266596,6.52855858,1008.973,Soyabean
39.11,41.25,7.13,25.89,17.02656265,6.629858845,993.736,Soyabean
39.11,41.25,7.13,24.23,16.0525266,6.305252525,1101.211,Soyabean
39.11,41.25,7.13,26.28,18.0652525,6.985858258,620.826,Soyabean
39.11,41.25,7.13,28.92,16.02025626,6.452525959,1021.8,Soyabean
39.11,41.25,7.13,24.36,15.03065256,6.985858258,1079.47,Soyabean
39.11,41.25,7.13,23.56,16.52666221,6.452525959,784.985,Soyabean
39.11,41.25,7.13,29.56,17.56395511,7.052858458,731.522,Soyabean
39.11,41.25,7.13,24.78,18.00215265,7.252185125,916.391,Soyabean
39.11,41.25,7.13,27.65,16.2678492,6.015215853,920.06,Soyabean
39.11,41.25,7.13,28.69,17.05685899,7.8585588,836.112,Soyabean
39.11,41.25,7.13,27.56,16.21555586,6.425124516,723.428,Soyabean
39.11,41.25,7.13,26,16.14565756,7.528599957,815.087,Sugarcane
39.11,41.25,7.13,27,14.71070537,6.576415562,768.995,Sugarcane
39.11,41.25,7.13,28,18.30968112,6.621215232,857.558,Sugarcane
39.11,41.25,7.13,25,15.7559405,7.228963452,607.528,Sugarcane
39.11,41.25,7.13,27,14.71070537,6.576415562,632.97,Sugarcane
39.11,41.25,7.13,25.98,18.15156262,6.232262362,837.454,Sugarcane
39.11,41.25,7.13,25.9,19.2165133,7.526255622,841.561,Sugarcane
39.11,41.25,7.13,25.42,20.23262692,7.469862323,443.878,Sugarcane
39.11,41.25,7.13,25.42,20.56232626,7.323698752,1008.973,Sugarcane
39.11,41.25,7.13,25.89,18.26315616,7.306161556,993.736,Sugarcane
39.11,41.25,7.13,24.23,19.21562632,6.82659871,1101.211,Sugarcane
39.11,41.25,7.13,26.28,16.21563613,6.326262116,620.826,Sugarcane
39.11,41.25,7.13,28.92,18.26526533,6.698756123,1021.8,Sugarcane
39.11,41.25,7.13,24.36,17.26568923,6.826123132,1079.47,Sugarcane
39.11,41.25,7.13,23.56,19.26532656,7.12325659,784.985,Sugarcane
39.11,41.25,7.13,29.56,20.2316656,7.265946633,731.522,Sugarcane
39.11,41.25,7.13,24.78,20.89545621,7.526261646,916.391,Sugarcane
39.11,41.25,7.13,27.65,17.2659812,7.456129852,920.06,Sugarcane
39.11,41.25,7.13,28.69,18.23569891,7.562131545,836.112,Sugarcane
39.11,41.25,7.13,27.56,18.26598562,7.21516262,723.428,Sugarcane
39.11,41.25,7.13,26,16.14565756,7.528599957,815.087,Wheat
39.11,41.25,7.13,27,14.71070537,6.576415562,768.995,Wheat
39.11,41.25,7.13,28,18.30968112,8.09056665,857.558,Wheat
39.11,41.25,7.13,25,15.7559405,7.228963452,607.528,Wheat
39.11,41.25,7.13,27,14.71070537,6.576415562,632.97,Wheat
39.11,41.25,7.13,25.98,15.2359893,7.021265633,837.454,Wheat
39.11,41.25,7.13,25.9,16.21657893,6.963262303,841.561,Wheat
39.11,41.25,7.13,25.42,17.26598593,6.846523313,443.878,Wheat
39.11,41.25,7.13,25.42,16.04659562,8.021654966,1008.973,Wheat
39.11,41.25,7.13,25.89,18.23659689,6.265692323,993.736,Wheat
39.11,41.25,7.13,24.23,17.26549653,7.205215466,1101.211,Wheat
39.11,41.25,7.13,26.28,14.16546593,6.231623627,620.826,Wheat
39.11,41.25,7.13,28.92,18.26529893,7.015656237,1021.8,Wheat
39.11,41.25,7.13,24.36,16.23568925,7.142365623,1079.47,Wheat
39.11,41.25,7.13,23.56,19.26596532,6.302154639,784.985,Wheat
39.11,41.25,7.13,29.56,17.25669823,6.87965623,731.522,Wheat
39.11,41.25,7.13,24.78,15.14145463,6.86232323,916.391,Wheat
39.11,41.25,7.13,27.65,16.245896,6.914523213,920.06,Wheat
39.11,41.25,7.13,28.69,20.12356546,6.302154639,836.112,Wheat
39.11,41.25,7.13,27.56,21.02315463,6.87965623,723.428,Wheat
28.97,73.84,54.4,25.84,18.30968112,7.528599957,2015.932,Bajra
28.97,73.84,54.4,26.06,16.14565756,6.576415562,1737.503,Bajra
28.97,73.84,54.4,25.58,15.7559405,7.528599957,1622.36,Bajra
28.97,73.84,54.4,25.6,18.30968112,7.228963452,1628.754,Bajra
28.97,73.84,54.4,25.8,16.14565756,8.753795334,1134.703,Bajra
28.97,73.84,54.4,26.11440416,15.7559405,7.528599957,1334.194,Bajra
28.97,73.84,54.4,25.23,18.30968112,6.576415562,2068.896,Bajra
28.97,73.84,54.4,26.6,16.14565756,7.228963452,1834.359,Bajra
28.97,73.84,54.4,24.94,18.30968112,8.753795334,1224.952,Bajra
28.97,73.84,54.4,25.18,16.145555,7.528599957,1750.977,Bajra
28.97,73.84,54.4,26.23,15.7559405,6.576415562,1719.052,Bajra
28.97,73.84,54.4,28.8,18.30968112,8.753795334,2083.291,Bajra
28.97,73.84,54.4,24.3,15.7559405,7.528599957,1682.053,Bajra
28.97,73.84,54.4,25.19,16.14565756,6.576415562,2056.684,Bajra
28.97,73.84,54.4,27.99,15.7559405,7.228963452,1836.464,Bajra
28.97,73.84,54.4,24.52,18.30968112,8.753795334,1752.294,Bajra
28.97,73.84,54.4,28.97,16.14565756,6.576415562,2042.12,Bajra
28.97,73.84,54.4,26.57,15.7559405,7.528599957,1926.984,Bajra
28.97,73.84,54.4,24.23,18.30968112,8.753795334,1826.553,Bajra
28.97,73.84,54.4,27.65,16.14565756,7.528599957,2042.951,Bajra
28.97,73.84,54.4,29.84,18.30968112,6.576415562,1635.014,Bajra
28.97,73.84,54.4,25.84,84.87668973,6.93221485,2015.932,cotton
28.97,73.84,54.4,26.06,81.02453404,7.810865753,1737.503,cotton
28.97,73.84,54.4,25.58,84.61527627,6.527541661,1622.36,cotton
28.97,73.84,54.4,25.6,81.19666206,7.569454601,1628.754,cotton
28.97,73.84,54.4,25.8,76.30050373,7.041065585,1134.703,cotton
28.97,73.84,54.4,26.11440416,77.34264002,7.208795456,1334.194,cotton
28.97,73.84,54.4,25.23,75.68339729,6.814341946,2068.896,cotton
28.97,73.84,54.4,-,76.43836957,7.442217061,1834.359,cotton
28.97,73.84,54.4,24.94,81.31677618,6.854558957,1224.952,cotton
28.97,73.84,54.4,25.18,80.30351815,7.884550475,1750.977,cotton
28.97,73.84,54.4,26.23,77.07598065,6.006085786,1719.052,cotton
28.97,73.84,54.4,28.8,76.25674874,7.432043735,2083.291,cotton
28.97,73.84,54.4,-,75.53835214,6.498052108,1682.053,cotton
28.97,73.84,54.4,25.19,75.66653335,6.205263534,2056.684,cotton
28.97,73.84,54.4,27.99,82.33733678,6.360812227,1836.464,cotton
28.97,73.84,54.4,24.52,84.14668447,7.046607434,1752.294,cotton
28.97,73.84,54.4,28.97,75.98203329,7.947011366,2042.12,cotton
28.97,73.84,54.4,26.57,80.80343786,6.281913858,1926.984,cotton
28.97,73.84,54.4,24.23,75.37170612,6.114525877,1826.553,cotton
28.97,73.84,54.4,27.65,81.13668716,6.753978061,2042.951,cotton
28.97,73.84,54.4,29.84,81.79475917,7.425041316,1635.014,cotton
28.97,73.84,54.4,25.84,68.3584573,6.558902588,2015.932,Groundnut
28.97,73.84,54.4,26.06,58.84015925,7.979090365,1737.503,Groundnut
28.97,73.84,54.4,25.58,65.76816093,5.756223,1622.36,Groundnut
28.97,73.84,54.4,25.6,55.28220433,5.29516206,1628.754,Groundnut
28.97,73.84,54.4,25.8,70.4162444,6.124116126,1134.703,Groundnut
28.97,73.84,54.4,26.11440416,65.26185135,6.2011513,1334.194,Groundnut
28.97,73.84,54.4,25.23,60.1159381,6.330521554,2068.896,Groundnut
28.97,73.84,54.4,26.6,62.89366992,7.152616216,1834.359,Groundnut
28.97,73.84,54.4,24.94,73.80435276,5.261281505,1224.952,Groundnut
28.97,73.84,54.4,25.18,66.65952796,6.123841501,1750.977,Groundnut
28.97,73.84,54.4,26.23,68.49835977,6.2545545,1719.052,Groundnut
28.97,73.84,54.4,28.8,63.4711755,7.979090365,2083.291,Groundnut
28.97,73.84,54.4,24.3,68.3584573,5.756223,1682.053,Groundnut
28.97,73.84,54.4,25.19,58.84015925,5.29516206,2056.684,Groundnut
28.97,73.84,54.4,27.99,65.76816093,6.124116126,1836.464,Groundnut
28.97,73.84,54.4,24.52,55.28220433,6.2011513,1752.294,Groundnut
28.97,73.84,54.4,28.97,70.4162444,6.330521554,2042.12,Groundnut
28.97,73.84,54.4,26.57,65.26185135,7.152616216,1926.984,Groundnut
28.97,73.84,54.4,24.23,60.1159381,5.261281505,1826.553,Groundnut
28.97,73.84,54.4,27.65,62.89366992,6.123841501,2042.951,Groundnut
28.97,73.84,54.4,29.84,73.80435276,7.152616216,1635.014,Groundnut
28.97,73.84,54.4,25.84,66.65952796,5.2621623,2015.932,Jowar
28.97,73.84,54.4,26.06,68.49835977,5.526121212,1737.503,Jowar
28.97,73.84,54.4,25.58,63.4711755,6.21545132,1622.36,Jowar
28.97,73.84,54.4,25.6,75.20251525,7.651613122,1628.754,Jowar
28.97,73.84,54.4,25.8,74.26525855,8.16521152,1134.703,Jowar
28.97,73.84,54.4,26.11440416,62.89366992,5.561316167,1334.194,Jowar
28.97,73.84,54.4,25.23,73.80435276,7.528599957,2068.896,Jowar
28.97,73.84,54.4,26.6,66.65952796,6.576415562,1834.359,Jowar
28.97,73.84,54.4,24.94,68.49835977,8.753795334,1224.952,Jowar
28.97,73.84,54.4,25.18,75.20251525,7.228963452,1750.977,Jowar
28.97,73.84,54.4,26.23,74.26525855,6.576415562,1719.052,Jowar
28.97,73.84,54.4,28.8,62.89366992,5.2621623,2083.291,Jowar
28.97,73.84,54.4,24.3,73.80435276,5.526121212,1682.053,Jowar
28.97,73.84,54.4,25.19,66.65952796,6.21545132,2056.684,Jowar
28.97,73.84,54.4,27.99,68.49835977,7.651613122,1836.464,Jowar
28.97,73.84,54.4,24.52,75.20251525,8.16521152,1752.294,Jowar
28.97,73.84,54.4,28.97,74.26525855,5.561316167,2042.12,Jowar
28.97,73.84,54.4,26.57,62.89366992,7.528599957,1926.984,Jowar
28.97,73.84,54.4,24.23,73.80435276,6.576415562,1826.553,Jowar
28.97,73.84,54.4,27.65,66.65952796,8.753795334,2042.951,Jowar
28.97,73.84,54.4,29.84,68.49835977,7.228963452,1635.014,Jowar
28.97,73.84,54.4,25.84,83.52842314,6.576415562,2015.932,rice
28.97,73.84,54.4,26.06,80.14509262,6.903985986,1737.503,rice
28.97,73.84,54.4,25.58,84.81360127,6.271478838,1622.36,rice
28.97,73.84,54.4,-,82.36698992,7.224285503,1628.754,rice
28.97,73.84,54.4,25.8,80.52586088,6.13428721,1134.703,rice
28.97,73.84,54.4,26.11440416,84.47963372,5.206373153,1334.194,rice
28.97,73.84,54.4,25.23,84.59201843,7.782051313,2068.896,rice
28.97,73.84,54.4,-,80.70960551,7.062779015,1834.359,rice
28.97,73.84,54.4,24.94,80.41363018,7.730367824,1224.952,rice
28.97,73.84,54.4,25.18,83.06310136,5.286203711,1750.977,rice
28.97,73.84,54.4,26.23,80.3477562,6.766240045,1719.052,rice
28.97,73.84,54.4,28.8,82.22572988,7.382762603,2083.291,rice
28.97,73.84,54.4,24.3,81.89918197,5.658169482,1682.053,rice
28.97,73.84,54.4,25.19,83.83625819,5.543360238,2056.684,rice
28.97,73.84,54.4,27.99,84.79352417,6.215109715,1836.464,rice
28.97,73.84,54.4,24.52,83.47021081,7.120272972,1752.294,rice
28.97,73.84,54.4,28.97,82.45432595,5.950647577,2042.12,rice
28.97,73.84,54.4,26.57,82.1235421,7.236705436,1926.984,rice
28.97,73.84,54.4,24.23,80.2389895,6.501697816,1826.553,rice
28.97,73.84,54.4,27.65,82.20802629,7.592490617,2042.951,rice
28.97,73.84,54.4,29.84,83.51827127,5.875345751,1635.014,rice
28.97,73.84,54.4,25.84,15.21512225,6.985858258,2015.932,Soyabean
28.97,73.84,54.4,26.06,16.25515626,6.452525959,1737.503,Soyabean
28.97,73.84,54.4,25.58,15.2032656,6.985858258,1622.36,Soyabean
28.97,73.84,54.4,25.6,17.25125627,6.452525959,1628.754,Soyabean
28.97,73.84,54.4,25.8,18.05321569,7.052858458,1134.703,Soyabean
28.97,73.84,54.4,26.11440416,17.22635262,7.252185125,1334.194,Soyabean
28.97,73.84,54.4,25.23,16.20615215,6.015215853,2068.896,Soyabean
28.97,73.84,54.4,26.6,15.16266596,7.8585588,1834.359,Soyabean
28.97,73.84,54.4,24.94,17.02656265,6.425124516,1224.952,Soyabean
28.97,73.84,54.4,25.18,16.0525266,6.230589528,1750.977,Soyabean
28.97,73.84,54.4,26.23,18.0652525,6.5926256,1719.052,Soyabean
28.97,73.84,54.4,28.8,16.02025626,7.52525255,2083.291,Soyabean
28.97,73.84,54.4,24.3,15.03065256,7.051559589,1682.053,Soyabean
28.97,73.84,54.4,25.19,15.21512225,6.52855858,2056.684,Soyabean
28.97,73.84,54.4,27.99,16.25515626,6.629858845,1836.464,Soyabean
28.97,73.84,54.4,24.52,15.2032656,6.305252525,1752.294,Soyabean
28.97,73.84,54.4,28.97,17.25125627,6.985858258,2042.12,Soyabean
28.97,73.84,54.4,26.57,18.05321569,7.052858458,1926.984,Soyabean
28.97,73.84,54.4,24.23,17.22635262,7.252185125,1826.553,Soyabean
28.97,73.84,54.4,27.65,18.0652525,6.015215853,2042.951,Soyabean
28.97,73.84,54.4,29.84,20.23262692,6.232262362,1635.014,Sugarcane
28.97,73.84,54.4,26.06,20.56232626,7.526255622,1737.503,Sugarcane
28.97,73.84,54.4,25.58,18.26315616,7.469862323,1622.36,Sugarcane
28.97,73.84,54.4,25.6,19.21562632,7.323698752,1628.754,Sugarcane
28.97,73.84,54.4,25.8,16.21563613,7.306161556,1134.703,Sugarcane
28.97,73.84,54.4,26.11440416,18.26526533,6.82659871,1334.194,Sugarcane
28.97,73.84,54.4,25.23,17.26568923,6.326262116,2068.896,Sugarcane
28.97,73.84,54.4,26.6,19.26532656,6.698756123,1834.359,Sugarcane
28.97,73.84,54.4,24.94,20.2316656,6.826123132,1224.952,Sugarcane
28.97,73.84,54.4,25.18,20.89545621,6.82659871,1750.977,Sugarcane
28.97,73.84,54.4,26.23,17.2659812,6.326262116,1719.052,Sugarcane
28.97,73.84,54.4,28.8,18.23569891,6.698756123,2083.291,Sugarcane
28.97,73.84,54.4,24.3,19.26565263,6.826123132,1682.053,Sugarcane
28.97,73.84,54.4,25.19,20.16596563,7.12325659,2056.684,Sugarcane
28.97,73.84,54.4,27.99,20.15656322,7.265946633,1836.464,Sugarcane
28.97,73.84,54.4,24.52,17.26356523,7.526261646,1752.294,Sugarcane
28.97,73.84,54.4,28.97,20.89545621,7.456129852,2042.12,Sugarcane
28.97,73.84,54.4,26.57,17.2659812,7.562131545,1926.984,Sugarcane
28.97,73.84,54.4,24.23,18.23569891,6.895613032,1826.553,Sugarcane
28.97,73.84,54.4,27.65,19.26565263,7.142303329,2042.951,Sugarcane
28.97,73.84,54.4,29.84,18.23569891,7.02132962,1635.014,Sugarcane
28.97,73.84,54.4,25.84,14.16546593,6.846523313,2015.932,Wheat
28.97,73.84,54.4,26.06,18.26529893,8.021654966,1737.503,Wheat
28.97,73.84,54.4,25.58,16.23568925,6.265692323,1622.36,Wheat
28.97,73.84,54.4,25.6,19.26596532,7.205215466,1628.754,Wheat
28.97,73.84,54.4,25.8,17.25669823,6.231623627,1134.703,Wheat
28.97,73.84,54.4,26.11440416,15.14145463,7.015656237,1334.194,Wheat
28.97,73.84,54.4,25.23,16.245896,7.142365623,2068.896,Wheat
28.97,73.84,54.4,26.6,17.26598363,6.302154639,1834.359,Wheat
28.97,73.84,54.4,24.94,20.1546686,6.846523313,1224.952,Wheat
28.97,73.84,54.4,25.18,21.16549386,8.021654966,1750.977,Wheat
28.97,73.84,54.4,26.23,18.26965361,6.265692323,1719.052,Wheat
28.97,73.84,54.4,28.8,16.245896,7.205215466,2083.291,Wheat
28.97,73.84,54.4,24.3,17.26598363,6.231623627,1682.053,Wheat
28.97,73.84,54.4,25.19,20.1546686,6.846523313,2056.684,Wheat
28.97,73.84,54.4,27.99,21.16549386,8.021654966,1836.464,Wheat
28.97,73.84,54.4,24.52,18.26965361,6.265692323,1752.294,Wheat
28.97,73.84,54.4,28.97,16.245896,7.205215466,2042.12,Wheat
28.97,73.84,54.4,26.57,17.26598363,6.231623627,1926.984,Wheat
28.97,73.84,54.4,24.23,20.1546686,7.015656237,1826.553,Wheat
28.97,73.84,54.4,27.65,21.16549386,7.142365623,2042.951,Wheat
28.97,73.84,54.4,29.84,18.26965361,6.302154639,1635.014,Wheat
22.02,90.04,16.47,24.98,16.14565756,7.228963452,1771.634,Bajra
22.02,90.04,16.47,25.210326,18.30968112,7.528599957,2230.988,Bajra
22.02,90.04,16.47,24.62,15.7559405,6.576415562,1520.125,Bajra
22.02,90.04,16.47,24.6230513,18.30968112,7.228963452,1645.762,Bajra
22.02,90.04,16.47,24.93,15.7559405,6.576415562,1329.86,Bajra
22.02,90.04,16.47,25.08,16.14565756,7.528599957,1334.754,Bajra
22.02,90.04,16.47,24.38,18.30968112,8.753795334,1482.25,Bajra
22.02,90.04,16.47,25.27,16.14565756,7.528599957,1943.256,Bajra
22.02,90.04,16.47,22.92,18.30968112,7.228963452,1976.86,Bajra
22.02,90.04,16.47,24.19,16.14565756,6.576415562,1350.256,Bajra
22.02,90.04,16.47,26.56,15.7559405,7.528599957,1453.256,Bajra
22.02,90.04,16.47,24.21,18.30968112,8.753795334,1863.256,Bajra
22.02,90.04,16.47,25.68,16.14565756,7.228963452,2202.32,Bajra
22.02,90.04,16.47,27.56,18.30968112,6.576415562,1269.568,Bajra
22.02,90.04,16.47,26.65,16.14565756,7.528599957,1197.256,Bajra
22.02,90.04,16.47,24.15,18.30968112,8.753795334,1269.045,Bajra
22.02,90.04,16.47,25.23,16.14565756,6.576415562,1510.214,Bajra
22.02,90.04,16.47,28.89,18.30968112,7.528599957,1073.562,Bajra
22.02,90.04,16.47,27.56,16.14565756,8.753795334,1161.235,Bajra
22.02,90.04,16.47,24.56,15.7559405,7.228963452,1364.526,Bajra
22.02,90.04,16.47,25.68,16.14565756,6.576415562,1533.245,Bajra
22.02,90.04,16.47,24.98,81.53480799,6.745104394,1771.634,cotton
22.02,90.04,16.47,25.210326,75.00539324,7.641116569,2230.988,cotton
22.02,90.04,16.47,24.62,77.90621048,6.470135478,1520.125,cotton
22.02,90.04,16.47,24.6230513,82.8597549,7.091992365,1645.762,cotton
22.02,90.04,16.47,24.93,82.50257909,6.520403794,1329.86,cotton
22.02,90.04,16.47,25.08,76.17851932,6.127939628,1334.754,cotton
22.02,90.04,16.47,24.38,76.59175937,7.994679507,1482.25,cotton
22.02,90.04,16.47,25.27,76.53237965,7.524707577,1943.256,cotton
22.02,90.04,16.47,22.92,83.03878838,7.827877818,1976.86,cotton
22.02,90.04,16.47,24.19,76.7433897,6.436691764,1350.256,cotton
22.02,90.04,16.47,26.56,77.91757121,5.907930899,1453.256,cotton
22.02,90.04,16.47,24.21,80.3509046,6.135025006,1863.256,cotton
22.02,90.04,16.47,25.68,78.71555832,6.044556594,2202.32,cotton
22.02,90.04,16.47,27.56,80.41198458,7.59781958,1269.568,cotton
22.02,90.04,16.47,26.65,83.91902605,6.691268104,1197.256,cotton
22.02,90.04,16.47,24.15,81.56641891,6.175492306,1269.045,cotton
22.02,90.04,16.47,25.23,81.97904282,7.272316209,1510.214,cotton
22.02,90.04,16.47,28.89,80.04662756,5.801047545,1073.562,cotton
22.02,90.04,16.47,27.56,81.69801729,6.757457943,1161.235,cotton
22.02,90.04,16.47,24.56,76.47039772,6.983395573,1364.526,cotton
22.02,90.04,16.47,25.68,76.72621429,7.976889498,1533.245,cotton
22.02,90.04,16.47,24.98,76.75768356,6.558902588,1771.634,Groundnut
22.02,90.04,16.47,25.210326,77.7293114,7.979090365,2230.988,Groundnut
22.02,90.04,16.47,24.62,68.3584573,5.756223,1520.125,Groundnut
22.02,90.04,16.47,24.6230513,58.84015925,5.29516206,1645.762,Groundnut
22.02,90.04,16.47,24.93,65.76816093,6.124116126,1329.86,Groundnut
22.02,90.04,16.47,25.08,55.28220433,6.2011513,1334.754,Groundnut
22.02,90.04,16.47,24.38,70.4162444,6.330521554,1482.25,Groundnut
22.02,90.04,16.47,25.27,65.26185135,7.152616216,1943.256,Groundnut
22.02,90.04,16.47,22.92,60.1159381,5.261281505,1976.86,Groundnut
22.02,90.04,16.47,24.19,62.89366992,6.123841501,1350.256,Groundnut
22.02,90.04,16.47,26.56,73.80435276,6.558902588,1453.256,Groundnut
22.02,90.04,16.47,24.21,66.65952796,7.979090365,1863.256,Groundnut
22.02,90.04,16.47,25.68,68.49835977,5.756223,2202.32,Groundnut
22.02,90.04,16.47,27.56,63.4711755,5.29516206,1269.568,Groundnut
22.02,90.04,16.47,26.65,68.3584573,6.124116126,1197.256,Groundnut
22.02,90.04,16.47,24.15,58.84015925,6.2011513,1269.045,Groundnut
22.02,90.04,16.47,25.23,65.76816093,6.330521554,1510.214,Groundnut
22.02,90.04,16.47,28.89,55.28220433,7.152616216,1073.562,Groundnut
22.02,90.04,16.47,27.56,70.4162444,5.261281505,1161.235,Groundnut
22.02,90.04,16.47,24.56,65.26185135,6.123841501,1364.526,Groundnut
22.02,90.04,16.47,25.68,60.1159381,5.261325412,1533.245,Groundnut
22.02,90.04,16.47,24.98,62.89366992,5.23161612,1771.634,Jowar
22.02,90.04,16.47,25.210326,73.80435276,5.2621623,2230.988,Jowar
22.02,90.04,16.47,24.62,66.65952796,5.526121212,1520.125,Jowar
22.02,90.04,16.47,24.6230513,68.49835977,6.21545132,1645.762,Jowar
22.02,90.04,16.47,24.93,63.4711755,7.651613122,1329.86,Jowar
22.02,90.04,16.47,25.08,73.20521525,8.16521152,1334.754,Jowar
22.02,90.04,16.47,24.38,75.20251525,5.561316167,1482.25,Jowar
22.02,90.04,16.47,25.27,74.26525855,7.528599957,1943.256,Jowar
22.02,90.04,16.47,22.92,62.89366992,6.576415562,1976.86,Jowar
22.02,90.04,16.47,24.19,73.80435276,8.753795334,1350.256,Jowar
22.02,90.04,16.47,26.56,66.65952796,7.228963452,1453.256,Jowar
22.02,90.04,16.47,24.21,68.49835977,6.576415562,1863.256,Jowar
22.02,90.04,16.47,25.68,63.4711755,5.2621623,2202.32,Jowar
22.02,90.04,16.47,27.56,75.20251525,5.526121212,1269.568,Jowar
22.02,90.04,16.47,26.65,74.26525855,6.21545132,1197.256,Jowar
22.02,90.04,16.47,24.15,62.89366992,7.651613122,1269.045,Jowar
22.02,90.04,16.47,25.23,73.80435276,8.16521152,1510.214,Jowar
22.02,90.04,16.47,28.89,66.65952796,5.561316167,1073.562,Jowar
22.02,90.04,16.47,27.56,68.49835977,7.528599957,1161.235,Jowar
22.02,90.04,16.47,24.56,75.20251525,6.576415562,1364.526,Jowar
22.02,90.04,16.47,25.68,74.26525855,8.753795334,1533.245,Jowar
22.02,90.04,16.47,24.98,83.77345559,7.228963452,1771.634,rice
22.02,90.04,16.47,25.210326,80.72886384,6.576415562,2230.988,rice
22.02,90.04,16.47,24.62,83.29114712,5.739175027,1520.125,rice
22.02,90.04,16.47,24.6230513,82.74835604,6.738652179,1645.762,rice
22.02,90.04,16.47,24.93,80.33502926,5.594819626,1329.86,rice
22.02,90.04,16.47,25.08,82.11124033,6.946636369,1334.754,rice
22.02,90.04,16.47,24.38,80.28597873,5.012139669,1482.25,rice
22.02,90.04,16.47,25.27,80.56887849,6.363472208,1943.256,rice
22.02,90.04,16.47,22.92,83.891805,6.880431223,1976.86,rice
22.02,90.04,16.47,24.19,82.1706881,7.300410836,1350.256,rice
22.02,90.04,16.47,26.56,82.84022551,6.587918708,1453.256,rice
22.02,90.04,16.47,24.21,83.00320459,7.283736617,1863.256,rice
22.02,90.04,16.47,25.68,84.56919326,7.023936392,2202.32,rice
22.02,90.04,16.47,27.56,81.85872947,6.939083505,1269.568,rice
22.02,90.04,16.47,26.65,81.78596776,7.868474653,1197.256,rice
22.02,90.04,16.47,24.15,81.97927117,5.005306977,1269.045,rice
22.02,90.04,16.47,25.23,81.46033732,6.136131869,1510.214,rice
22.02,90.04,16.47,28.89,83.72874389,7.524080076,1073.562,rice
22.02,90.04,16.47,27.56,80.37979919,5.706943251,1161.235,rice
22.02,90.04,16.47,24.56,82.94682591,5.758506323,1364.526,rice
22.02,90.04,16.47,25.68,81.05635517,6.349606327,1533.245,rice
22.02,90.04,16.47,24.98,14.71070537,7.52525255,1771.634,Soyabean
22.02,90.04,16.47,25.210326,18.05321569,7.051559589,2230.988,Soyabean
22.02,90.04,16.47,24.62,17.22635262,6.52855858,1520.125,Soyabean
22.02,90.04,16.47,24.6230513,16.20615215,6.629858845,1645.762,Soyabean
22.02,90.04,16.47,24.93,15.16266596,6.305252525,1329.86,Soyabean
22.02,90.04,16.47,25.08,17.02656265,6.985858258,1334.754,Soyabean
22.02,90.04,16.47,24.38,16.0525266,6.452525959,1482.25,Soyabean
22.02,90.04,16.47,25.27,18.0652525,7.052858458,1943.256,Soyabean
22.02,90.04,16.47,22.92,16.02025626,7.252185125,1976.86,Soyabean
22.02,90.04,16.47,24.19,15.03065256,6.015215853,1350.256,Soyabean
22.02,90.04,16.47,26.56,16.52666221,7.8585588,1453.256,Soyabean
22.02,90.04,16.47,24.21,17.56395511,7.062858585,1863.256,Soyabean
22.02,90.04,16.47,25.68,18.00215265,6.92625222,2202.32,Soyabean
22.02,90.04,16.47,27.56,16.2678492,6.858552525,1269.568,Soyabean
22.02,90.04,16.47,26.65,17.05685899,6.015215853,1197.256,Soyabean
22.02,90.04,16.47,24.15,17.02656265,7.8585588,1269.045,Soyabean
22.02,90.04,16.47,25.23,16.0525266,6.425124516,1510.214,Soyabean
